location_id,partner_id,product_id,year,export_value,import_value,hs_eci,hs_coi,location_code,partner_code,hs_product_code
249,8,6009,2016,0,1495910,1.981287,1.341305,TWN,ARG,283691
18,15,6009,2016,1031412,0,1.313581,1.205218,BEL,AUT,283691
42,15,6009,2016,331083,0,-0.382835,-0.469751,CHL,AUT,283691
43,15,6009,2016,67199,9129,1.104337,1.735777,CHN,AUT,283691
59,15,6009,2016,0,30844,1.824979,0.548948,CZE,AUT,283691
61,15,6009,2016,1614867,0,2.20708,-2.267379,DEU,AUT,283691
64,15,6009,2016,0,105241,1.118631,1.305269,DNK,AUT,283691
102,15,6009,2016,0,21704,1.447868,0.838936,HUN,AUT,283691
103,15,6009,2016,0,926,-0.161845,1.492502,IDN,AUT,283691
104,15,6009,2016,0,26519,0.3119389999999999,2.604459,IND,AUT,283691
111,15,6009,2016,82252,123388,1.340206,0.848492,ITA,AUT,283691
162,15,6009,2016,883296,0,1.15813,1.513996,NLD,AUT,283691
177,15,6009,2016,0,4125,1.140673,1.248679,POL,AUT,283691
206,15,6009,2016,0,7441,1.27324,0.764165,SVK,AUT,283691
207,15,6009,2016,0,5864,1.646011,0.825139,SVN,AUT,283691
224,15,6009,2016,0,2862,0.450154,2.495409,TUR,AUT,283691
231,15,6009,2016,143890,0,1.693132,0.286569,USA,AUT,283691
7,18,6009,2016,0,2408,0.108619,0.043275,ARE,BEL,283691
8,18,6009,2016,8940200,351441,-0.131722,0.164163,ARG,BEL,283691
15,18,6009,2016,0,1031412,1.758746,0.127071,AUT,BEL,283691
41,18,6009,2016,3364,4798,2.346425,0.807892,CHE,BEL,283691
42,18,6009,2016,78428064,0,-0.382835,-0.469751,CHL,BEL,283691
43,18,6009,2016,118726,0,1.104337,1.735777,CHN,BEL,283691
59,18,6009,2016,1975,340267,1.824979,0.548948,CZE,BEL,283691
61,18,6009,2016,1039660,12054517,2.20708,-2.267379,DEU,BEL,283691
64,18,6009,2016,0,176678,1.118631,1.305269,DNK,BEL,283691
71,18,6009,2016,0,687092,0.765601,2.574767,ESP,BEL,283691
72,18,6009,2016,0,156620,1.000538,1.152563,EST,BEL,283691
74,18,6009,2016,0,425847,1.583167,1.004978,FIN,BEL,283691
77,18,6009,2016,557952,4249237,1.474274,0.917784,FRA,BEL,283691
81,18,6009,2016,197582,5957982,1.698009,0.919565,GBR,BEL,283691
102,18,6009,2016,0,627079,1.447868,0.838936,HUN,BEL,283691
103,18,6009,2016,0,25096,-0.161845,1.492502,IDN,BEL,283691
104,18,6009,2016,0,3295796,0.3119389999999999,2.604459,IND,BEL,283691
110,18,6009,2016,0,1947,1.356224,0.673975,ISR,BEL,283691
111,18,6009,2016,26399,1626477,1.340206,0.848492,ITA,BEL,283691
116,18,6009,2016,0,8849,-0.5395479999999999,0.519574,KEN,BEL,283691
121,18,6009,2016,0,11439,2.080503,0.73087,KOR,BEL,283691
131,18,6009,2016,0,5304,1.341045,1.287943,LUX,BEL,283691
143,18,6009,2016,0,584741,-1.168862,-0.60358,MMR,BEL,283691
162,18,6009,2016,111453,478993,1.15813,1.513996,NLD,BEL,283691
163,18,6009,2016,0,306257,0.904222,0.297693,NOR,BEL,283691
166,18,6009,2016,0,10967,0.234724,0.253317,NZL,BEL,283691
174,18,6009,2016,0,15597,0.617169,0.302621,PHL,BEL,283691
177,18,6009,2016,0,1074758,1.140673,1.248679,POL,BEL,283691
179,18,6009,2016,0,5282,0.520785,2.254021,PRT,BEL,283691
180,18,6009,2016,0,2909,-0.66683,-1.033527,PRY,BEL,283691
186,18,6009,2016,0,18450280,0.260386,0.1995569999999999,RUS,BEL,283691
201,18,6009,2016,0,9719,0.499287,1.046704,SRB,BEL,283691
206,18,6009,2016,0,5118,1.27324,0.764165,SVK,BEL,283691
207,18,6009,2016,0,33745,1.646011,0.825139,SVN,BEL,283691
208,18,6009,2016,0,238841,1.7879349999999998,0.762727,SWE,BEL,283691
224,18,6009,2016,0,2214407,0.450154,2.495409,TUR,BEL,283691
228,18,6009,2016,0,6876,0.407695,0.6351760000000001,UKR,BEL,283691
231,18,6009,2016,78141,3436,1.693132,0.286569,USA,BEL,283691
249,18,6009,2016,0,53019,1.981287,1.341305,TWN,BEL,283691
61,23,6009,2016,1572,0,2.20708,-2.267379,DEU,BGR,283691
111,23,6009,2016,5987,0,1.340206,0.848492,ITA,BGR,283691
177,23,6009,2016,7602,0,1.140673,1.248679,POL,BGR,283691
43,32,6009,2016,292033,0,1.104337,1.735777,CHN,BRA,283691
8,39,6009,2016,319637,0,-0.131722,0.164163,ARG,CAN,283691
41,39,6009,2016,8964,0,2.346425,0.807892,CHE,CAN,283691
42,39,6009,2016,1270079,0,-0.382835,-0.469751,CHL,CAN,283691
43,39,6009,2016,239995,0,1.104337,1.735777,CHN,CAN,283691
61,39,6009,2016,30354,0,2.20708,-2.267379,DEU,CAN,283691
77,39,6009,2016,10862,0,1.474274,0.917784,FRA,CAN,283691
207,39,6009,2016,659175,0,1.646011,0.825139,SVN,CAN,283691
208,39,6009,2016,0,3084,1.7879349999999998,0.762727,SWE,CAN,283691
231,39,6009,2016,1032977,28245,1.693132,0.286569,USA,CAN,283691
246,39,6009,2016,0,19807,0.190874,1.459174,ZAF,CAN,283691
18,41,6009,2016,4798,3364,1.313581,1.205218,BEL,CHE,283691
39,41,6009,2016,0,8964,0.660003,1.119803,CAN,CHE,283691
42,41,6009,2016,37457,0,-0.382835,-0.469751,CHL,CHE,283691
43,41,6009,2016,195579,0,1.104337,1.735777,CHN,CHE,283691
52,41,6009,2016,0,14663,0.20402,-0.182312,CRI,CHE,283691
61,41,6009,2016,925330,9177,2.20708,-2.267379,DEU,CHE,283691
71,41,6009,2016,16944,0,0.765601,2.574767,ESP,CHE,283691
77,41,6009,2016,6569,0,1.474274,0.917784,FRA,CHE,283691
207,41,6009,2016,520543,0,1.646011,0.825139,SVN,CHE,283691
224,41,6009,2016,0,575945,0.450154,2.495409,TUR,CHE,283691
231,41,6009,2016,58613,2577,1.693132,0.286569,USA,CHE,283691
7,42,6009,2016,0,94337,0.108619,0.043275,ARE,CHL,283691
8,42,6009,2016,0,703814,-0.131722,0.164163,ARG,CHL,283691
15,42,6009,2016,0,331083,1.758746,0.127071,AUT,CHL,283691
16,42,6009,2016,0,158,-0.8953450000000001,-1.178177,AZE,CHL,283691
18,42,6009,2016,0,78428064,1.313581,1.205218,BEL,CHL,283691
39,42,6009,2016,0,1270079,0.660003,1.119803,CAN,CHL,283691
41,42,6009,2016,0,37457,2.346425,0.807892,CHE,CHL,283691
43,42,6009,2016,0,103146168,1.104337,1.735777,CHN,CHL,283691
59,42,6009,2016,0,249850,1.824979,0.548948,CZE,CHL,283691
61,42,6009,2016,29148,12034803,2.20708,-2.267379,DEU,CHL,283691
71,42,6009,2016,2108,5096618,0.765601,2.574767,ESP,CHL,283691
72,42,6009,2016,0,2961,1.000538,1.152563,EST,CHL,283691
74,42,6009,2016,0,171193,1.583167,1.004978,FIN,CHL,283691
77,42,6009,2016,0,2136308,1.474274,0.917784,FRA,CHL,283691
103,42,6009,2016,0,368306,-0.161845,1.492502,IDN,CHL,283691
104,42,6009,2016,0,2730003,0.3119389999999999,2.604459,IND,CHL,283691
109,42,6009,2016,0,7959,0.208165,-0.347432,ISL,CHL,283691
111,42,6009,2016,0,3668386,1.340206,0.848492,ITA,CHL,283691
114,42,6009,2016,0,89089712,2.572484,-0.3420539999999999,JPN,CHL,283691
115,42,6009,2016,0,9539,-0.370458,-0.5534819999999999,KAZ,CHL,283691
121,42,6009,2016,0,128140904,2.080503,0.73087,KOR,CHL,283691
138,42,6009,2016,0,1127870,1.1658,0.64289,MEX,CHL,283691
163,42,6009,2016,0,180628,0.904222,0.297693,NOR,CHL,283691
166,42,6009,2016,0,23720,0.234724,0.253317,NZL,CHL,283691
168,42,6009,2016,0,1497,-0.754516,0.546605,PAK,CHL,283691
177,42,6009,2016,0,745317,1.140673,1.248679,POL,CHL,283691
186,42,6009,2016,0,7620807,0.260386,0.1995569999999999,RUS,CHL,283691
192,42,6009,2016,0,4427,2.091534,0.560996,SGP,CHL,283691
207,42,6009,2016,0,14574,1.646011,0.825139,SVN,CHL,283691
216,42,6009,2016,0,1190793,1.016132,1.423318,THA,CHL,283691
224,42,6009,2016,0,6325192,0.450154,2.495409,TUR,CHL,283691
228,42,6009,2016,0,60044,0.407695,0.6351760000000001,UKR,CHL,283691
231,42,6009,2016,0,16968554,1.693132,0.286569,USA,CHL,283691
239,42,6009,2016,0,2270215,-0.108832,1.018238,VNM,CHL,283691
246,42,6009,2016,0,1059966,0.190874,1.459174,ZAF,CHL,283691
249,42,6009,2016,0,2551568,1.981287,1.341305,TWN,CHL,283691
7,43,6009,2016,0,65125,0.108619,0.043275,ARE,CHN,283691
8,43,6009,2016,17412500,3550,-0.131722,0.164163,ARG,CHN,283691
14,43,6009,2016,0,1062398,-0.25915,0.0008789999999999,AUS,CHN,283691
15,43,6009,2016,9129,67199,1.758746,0.127071,AUT,CHN,283691
18,43,6009,2016,0,118726,1.313581,1.205218,BEL,CHN,283691
22,43,6009,2016,0,23327,-1.11993,-1.065048,BGD,CHN,283691
31,43,6009,2016,68581,1642,-1.060406,-1.039962,BOL,CHN,283691
32,43,6009,2016,0,292033,0.24883,0.660981,BRA,CHN,283691
39,43,6009,2016,0,239995,0.660003,1.119803,CAN,CHN,283691
41,43,6009,2016,0,195579,2.346425,0.807892,CHE,CHN,283691
42,43,6009,2016,103146168,0,-0.382835,-0.469751,CHL,CHN,283691
49,43,6009,2016,0,44940,0.100885,-0.1552069999999999,COL,CHN,283691
59,43,6009,2016,0,9629,1.824979,0.548948,CZE,CHN,283691
61,43,6009,2016,69346,272410,2.20708,-2.267379,DEU,CHN,283691
67,43,6009,2016,0,8260,-1.082217,-1.046704,ECU,CHN,283691
71,43,6009,2016,146670,8907,0.765601,2.574767,ESP,CHN,283691
74,43,6009,2016,0,4536,1.583167,1.004978,FIN,CHN,283691
77,43,6009,2016,90726,110597,1.474274,0.917784,FRA,CHN,283691
81,43,6009,2016,781171,0,1.698009,0.919565,GBR,CHN,283691
93,43,6009,2016,0,8025,-0.419656,0.383101,GTM,CHN,283691
97,43,6009,2016,66210,0,0.802298,1.4542190000000002,HKG,CHN,283691
103,43,6009,2016,0,18293,-0.161845,1.492502,IDN,CHN,283691
104,43,6009,2016,0,71275,0.3119389999999999,2.604459,IND,CHN,283691
110,43,6009,2016,0,1183,1.356224,0.673975,ISR,CHN,283691
111,43,6009,2016,619571,0,1.340206,0.848492,ITA,CHN,283691
113,43,6009,2016,0,1244,-0.017946,0.045925,JOR,CHN,283691
114,43,6009,2016,6813432,20486802,2.572484,-0.3420539999999999,JPN,CHN,283691
121,43,6009,2016,3492037,954730,2.080503,0.73087,KOR,CHN,283691
122,43,6009,2016,0,13158,-0.296009,-1.142141,KWT,CHN,283691
153,43,6009,2016,0,17274,1.107657,0.74295,MYS,CHN,283691
160,43,6009,2016,0,6861,-1.045111,-0.997725,NIC,CHN,283691
162,43,6009,2016,872793,1374650,1.15813,1.513996,NLD,CHN,283691
163,43,6009,2016,0,46792,0.904222,0.297693,NOR,CHN,283691
164,43,6009,2016,0,124350,-0.355492,0.493982,NPL,CHN,283691
168,43,6009,2016,0,62100,-0.754516,0.546605,PAK,CHN,283691
173,43,6009,2016,0,35882,-0.717697,0.008066,PER,CHN,283691
174,43,6009,2016,0,1983,0.617169,0.302621,PHL,CHN,283691
177,43,6009,2016,0,3753,1.140673,1.248679,POL,CHN,283691
180,43,6009,2016,0,4394,-0.66683,-1.033527,PRY,CHN,283691
186,43,6009,2016,0,122758,0.260386,0.1995569999999999,RUS,CHN,283691
192,43,6009,2016,225661,0,2.091534,0.560996,SGP,CHN,283691
207,43,6009,2016,0,48354,1.646011,0.825139,SVN,CHN,283691
216,43,6009,2016,681130,280082,1.016132,1.423318,THA,CHN,283691
224,43,6009,2016,0,4555,0.450154,2.495409,TUR,CHN,283691
230,43,6009,2016,0,6095,0.096829,-0.453097,URY,CHN,283691
231,43,6009,2016,308302,869063,1.693132,0.286569,USA,CHN,283691
239,43,6009,2016,0,35131,-0.108832,1.018238,VNM,CHN,283691
249,43,6009,2016,273868,2087828,1.981287,1.341305,TWN,CHN,283691
250,43,6009,2016,1633,0,0.773708,0.0085379999999999,ANS,CHN,283691
8,49,6009,2016,3017,0,-0.131722,0.164163,ARG,COL,283691
43,49,6009,2016,44940,0,1.104337,1.735777,CHN,COL,283691
61,49,6009,2016,51661,0,2.20708,-2.267379,DEU,COL,283691
111,49,6009,2016,33906,0,1.340206,0.848492,ITA,COL,283691
231,49,6009,2016,51328,0,1.693132,0.286569,USA,COL,283691
41,52,6009,2016,14663,0,2.346425,0.807892,CHE,CRI,283691
111,52,6009,2016,3143,0,1.340206,0.848492,ITA,CRI,283691
7,61,6009,2016,0,21135,0.108619,0.043275,ARE,DEU,283691
8,61,6009,2016,614234,0,-0.131722,0.164163,ARG,DEU,283691
14,61,6009,2016,0,30973,-0.25915,0.0008789999999999,AUS,DEU,283691
15,61,6009,2016,0,1614867,1.758746,0.127071,AUT,DEU,283691
18,61,6009,2016,12054517,1039660,1.313581,1.205218,BEL,DEU,283691
23,61,6009,2016,0,1572,0.517727,1.731228,BGR,DEU,283691
39,61,6009,2016,0,30354,0.660003,1.119803,CAN,DEU,283691
41,61,6009,2016,9177,925330,2.346425,0.807892,CHE,DEU,283691
42,61,6009,2016,12034803,29148,-0.382835,-0.469751,CHL,DEU,283691
43,61,6009,2016,272410,69346,1.104337,1.735777,CHN,DEU,283691
49,61,6009,2016,0,51661,0.100885,-0.1552069999999999,COL,DEU,283691
59,61,6009,2016,0,301028,1.824979,0.548948,CZE,DEU,283691
64,61,6009,2016,0,301624,1.118631,1.305269,DNK,DEU,283691
71,61,6009,2016,997,919800,0.765601,2.574767,ESP,DEU,283691
74,61,6009,2016,0,288949,1.583167,1.004978,FIN,DEU,283691
77,61,6009,2016,416452,2591504,1.474274,0.917784,FRA,DEU,283691
81,61,6009,2016,375533,2443562,1.698009,0.919565,GBR,DEU,283691
90,61,6009,2016,0,274865,0.121179,1.125775,GRC,DEU,283691
93,61,6009,2016,0,4469,-0.419656,0.383101,GTM,DEU,283691
100,61,6009,2016,0,56642,0.867484,1.21858,HRV,DEU,283691
102,61,6009,2016,0,233156,1.447868,0.838936,HUN,DEU,283691
103,61,6009,2016,0,1236,-0.161845,1.492502,IDN,DEU,283691
104,61,6009,2016,0,1937,0.3119389999999999,2.604459,IND,DEU,283691
106,61,6009,2016,0,1405,1.44105,0.074293,IRL,DEU,283691
109,61,6009,2016,0,20851,0.208165,-0.347432,ISL,DEU,283691
110,61,6009,2016,0,42595,1.356224,0.673975,ISR,DEU,283691
111,61,6009,2016,99460,1423115,1.340206,0.848492,ITA,DEU,283691
114,61,6009,2016,0,742840,2.572484,-0.3420539999999999,JPN,DEU,283691
121,61,6009,2016,0,6301,2.080503,0.73087,KOR,DEU,283691
130,61,6009,2016,0,18321,0.706702,1.421289,LTU,DEU,283691
153,61,6009,2016,0,9730,1.107657,0.74295,MYS,DEU,283691
162,61,6009,2016,244940,478226,1.15813,1.513996,NLD,DEU,283691
163,61,6009,2016,0,25602,0.904222,0.297693,NOR,DEU,283691
166,61,6009,2016,0,4807,0.234724,0.253317,NZL,DEU,283691
168,61,6009,2016,0,1897,-0.754516,0.546605,PAK,DEU,283691
177,61,6009,2016,0,249101,1.140673,1.248679,POL,DEU,283691
185,61,6009,2016,0,31889,1.062116,0.987296,ROU,DEU,283691
186,61,6009,2016,0,328522,0.260386,0.1995569999999999,RUS,DEU,283691
192,61,6009,2016,0,56350,2.091534,0.560996,SGP,DEU,283691
206,61,6009,2016,0,364854,1.27324,0.764165,SVK,DEU,283691
207,61,6009,2016,0,46493,1.646011,0.825139,SVN,DEU,283691
208,61,6009,2016,24705,1044354,1.7879349999999998,0.762727,SWE,DEU,283691
224,61,6009,2016,0,6168624,0.450154,2.495409,TUR,DEU,283691
231,61,6009,2016,4730120,5048,1.693132,0.286569,USA,DEU,283691
239,61,6009,2016,0,1448,-0.108832,1.018238,VNM,DEU,283691
249,61,6009,2016,0,16134,1.981287,1.341305,TWN,DEU,283691
15,64,6009,2016,105241,0,1.758746,0.127071,AUT,DNK,283691
18,64,6009,2016,176678,0,1.313581,1.205218,BEL,DNK,283691
61,64,6009,2016,301624,0,2.20708,-2.267379,DEU,DNK,283691
71,64,6009,2016,0,122757,0.765601,2.574767,ESP,DNK,283691
74,64,6009,2016,0,225432,1.583167,1.004978,FIN,DNK,283691
77,64,6009,2016,57087,0,1.474274,0.917784,FRA,DNK,283691
81,64,6009,2016,199139,2299,1.698009,0.919565,GBR,DNK,283691
130,64,6009,2016,1726,0,0.706702,1.421289,LTU,DNK,283691
162,64,6009,2016,16730,0,1.15813,1.513996,NLD,DNK,283691
207,64,6009,2016,76956,0,1.646011,0.825139,SVN,DNK,283691
208,64,6009,2016,15144,161917,1.7879349999999998,0.762727,SWE,DNK,283691
93,65,6009,2016,3719,0,-0.419656,0.383101,GTM,DOM,283691
111,65,6009,2016,3248,0,1.340206,0.848492,ITA,DOM,283691
43,67,6009,2016,8260,0,1.104337,1.735777,CHN,ECU,283691
231,67,6009,2016,11007,0,1.693132,0.286569,USA,ECU,283691
8,71,6009,2016,126375,0,-0.131722,0.164163,ARG,ESP,283691
14,71,6009,2016,0,78404,-0.25915,0.0008789999999999,AUS,ESP,283691
18,71,6009,2016,687092,0,1.313581,1.205218,BEL,ESP,283691
41,71,6009,2016,0,16944,2.346425,0.807892,CHE,ESP,283691
42,71,6009,2016,5096618,2108,-0.382835,-0.469751,CHL,ESP,283691
43,71,6009,2016,8907,146670,1.104337,1.735777,CHN,ESP,283691
54,71,6009,2016,0,330956,-0.602791,-1.0771620000000002,CUB,ESP,283691
61,71,6009,2016,919800,997,2.20708,-2.267379,DEU,ESP,283691
64,71,6009,2016,122757,0,1.118631,1.305269,DNK,ESP,283691
77,71,6009,2016,457750,71001,1.474274,0.917784,FRA,ESP,283691
81,71,6009,2016,41847,4279,1.698009,0.919565,GBR,ESP,283691
111,71,6009,2016,72682,333357,1.340206,0.848492,ITA,ESP,283691
162,71,6009,2016,0,15688,1.15813,1.513996,NLD,ESP,283691
179,71,6009,2016,10275,156361,0.520785,2.254021,PRT,ESP,283691
216,71,6009,2016,0,23131,1.016132,1.423318,THA,ESP,283691
231,71,6009,2016,402992,0,1.693132,0.286569,USA,ESP,283691
239,71,6009,2016,0,6907,-0.108832,1.018238,VNM,ESP,283691
18,72,6009,2016,156620,0,1.313581,1.205218,BEL,EST,283691
42,72,6009,2016,2961,0,-0.382835,-0.469751,CHL,EST,283691
177,72,6009,2016,7684,0,1.140673,1.248679,POL,EST,283691
186,72,6009,2016,0,2773,0.260386,0.1995569999999999,RUS,EST,283691
7,77,6009,2016,0,2546,0.108619,0.043275,ARE,FRA,283691
8,77,6009,2016,786537,0,-0.131722,0.164163,ARG,FRA,283691
18,77,6009,2016,4249237,557952,1.313581,1.205218,BEL,FRA,283691
39,77,6009,2016,0,10862,0.660003,1.119803,CAN,FRA,283691
41,77,6009,2016,0,6569,2.346425,0.807892,CHE,FRA,283691
42,77,6009,2016,2136308,0,-0.382835,-0.469751,CHL,FRA,283691
43,77,6009,2016,110597,90726,1.104337,1.735777,CHN,FRA,283691
59,77,6009,2016,0,110030,1.824979,0.548948,CZE,FRA,283691
61,77,6009,2016,2591504,416452,2.20708,-2.267379,DEU,FRA,283691
64,77,6009,2016,0,57087,1.118631,1.305269,DNK,FRA,283691
71,77,6009,2016,71001,457750,0.765601,2.574767,ESP,FRA,283691
81,77,6009,2016,283223,1212868,1.698009,0.919565,GBR,FRA,283691
104,77,6009,2016,0,76747,0.3119389999999999,2.604459,IND,FRA,283691
111,77,6009,2016,225941,685874,1.340206,0.848492,ITA,FRA,283691
124,77,6009,2016,0,1078,0.285448,1.080002,LBN,FRA,283691
134,77,6009,2016,0,1339,-0.776759,-0.204975,MAR,FRA,283691
162,77,6009,2016,814243,587689,1.15813,1.513996,NLD,FRA,283691
177,77,6009,2016,4255,0,1.140673,1.248679,POL,FRA,283691
179,77,6009,2016,0,53244,0.520785,2.254021,PRT,FRA,283691
183,77,6009,2016,0,1709,-0.340279,-1.104164,QAT,FRA,283691
185,77,6009,2016,0,131869,1.062116,0.987296,ROU,FRA,283691
188,77,6009,2016,0,2108,0.387179,-0.639964,SAU,FRA,283691
207,77,6009,2016,376852,16606,1.646011,0.825139,SVN,FRA,283691
223,77,6009,2016,0,2299,0.168804,1.06456,TUN,FRA,283691
224,77,6009,2016,0,26237,0.450154,2.495409,TUR,FRA,283691
231,77,6009,2016,5078,2299,1.693132,0.286569,USA,FRA,283691
250,77,6009,2016,61708,0,0.773708,0.0085379999999999,ANS,FRA,283691
7,81,6009,2016,0,28191,0.108619,0.043275,ARE,GBR,283691
8,81,6009,2016,393552,0,-0.131722,0.164163,ARG,GBR,283691
14,81,6009,2016,58864,39867,-0.25915,0.0008789999999999,AUS,GBR,283691
18,81,6009,2016,5957982,197582,1.313581,1.205218,BEL,GBR,283691
28,81,6009,2016,0,1905,0.774,0.8260629999999999,BLR,GBR,283691
43,81,6009,2016,0,781171,1.104337,1.735777,CHN,GBR,283691
59,81,6009,2016,0,20298,1.824979,0.548948,CZE,GBR,283691
61,81,6009,2016,2443562,375533,2.20708,-2.267379,DEU,GBR,283691
64,81,6009,2016,2299,199139,1.118631,1.305269,DNK,GBR,283691
71,81,6009,2016,4279,41847,0.765601,2.574767,ESP,GBR,283691
77,81,6009,2016,1212868,283223,1.474274,0.917784,FRA,GBR,283691
93,81,6009,2016,0,2835,-0.419656,0.383101,GTM,GBR,283691
104,81,6009,2016,0,8946,0.3119389999999999,2.604459,IND,GBR,283691
106,81,6009,2016,0,51957,1.44105,0.074293,IRL,GBR,283691
111,81,6009,2016,21521,14085,1.340206,0.848492,ITA,GBR,283691
114,81,6009,2016,3719,0,2.572484,-0.3420539999999999,JPN,GBR,283691
121,81,6009,2016,0,37835,2.080503,0.73087,KOR,GBR,283691
162,81,6009,2016,369905,1003192,1.15813,1.513996,NLD,GBR,283691
163,81,6009,2016,24367,51156,0.904222,0.297693,NOR,GBR,283691
177,81,6009,2016,63164,658343,1.140673,1.248679,POL,GBR,283691
185,81,6009,2016,0,10984,1.062116,0.987296,ROU,GBR,283691
186,81,6009,2016,0,13150,0.260386,0.1995569999999999,RUS,GBR,283691
208,81,6009,2016,0,451324,1.7879349999999998,0.762727,SWE,GBR,283691
228,81,6009,2016,0,32494,0.407695,0.6351760000000001,UKR,GBR,283691
231,81,6009,2016,0,11886,1.693132,0.286569,USA,GBR,283691
247,81,6009,2016,0,1355,-0.630424,-0.967492,ZMB,GBR,283691
43,93,6009,2016,8025,0,1.104337,1.735777,CHN,GTM,283691
61,93,6009,2016,4469,0,2.20708,-2.267379,DEU,GTM,283691
65,93,6009,2016,0,3719,-0.2424619999999999,0.296495,DOM,GTM,283691
81,93,6009,2016,2835,0,1.698009,0.919565,GBR,GTM,283691
43,97,6009,2016,0,66210,1.104337,1.735777,CHN,HKG,283691
186,97,6009,2016,253538,0,0.260386,0.1995569999999999,RUS,HKG,283691
216,97,6009,2016,0,71612,1.016132,1.423318,THA,HKG,283691
249,97,6009,2016,99438,0,1.981287,1.341305,TWN,HKG,283691
15,102,6009,2016,21704,0,1.758746,0.127071,AUT,HUN,283691
18,102,6009,2016,627079,0,1.313581,1.205218,BEL,HUN,283691
59,102,6009,2016,0,12777,1.824979,0.548948,CZE,HUN,283691
61,102,6009,2016,233156,0,2.20708,-2.267379,DEU,HUN,283691
206,102,6009,2016,3314,0,1.27324,0.764165,SVK,HUN,283691
8,103,6009,2016,503081,0,-0.131722,0.164163,ARG,IDN,283691
14,103,6009,2016,20534,0,-0.25915,0.0008789999999999,AUS,IDN,283691
15,103,6009,2016,926,0,1.758746,0.127071,AUT,IDN,283691
18,103,6009,2016,25096,0,1.313581,1.205218,BEL,IDN,283691
42,103,6009,2016,368306,0,-0.382835,-0.469751,CHL,IDN,283691
43,103,6009,2016,18293,0,1.104337,1.735777,CHN,IDN,283691
61,103,6009,2016,1236,0,2.20708,-2.267379,DEU,IDN,283691
114,103,6009,2016,1586,0,2.572484,-0.3420539999999999,JPN,IDN,283691
121,103,6009,2016,134039,0,2.080503,0.73087,KOR,IDN,283691
192,103,6009,2016,1092,0,2.091534,0.560996,SGP,IDN,283691
231,103,6009,2016,5628,0,1.693132,0.286569,USA,IDN,283691
7,104,6009,2016,0,13410,0.108619,0.043275,ARE,IND,283691
8,104,6009,2016,88930,0,-0.131722,0.164163,ARG,IND,283691
15,104,6009,2016,26519,0,1.758746,0.127071,AUT,IND,283691
18,104,6009,2016,3295796,0,1.313581,1.205218,BEL,IND,283691
22,104,6009,2016,0,3210,-1.11993,-1.065048,BGD,IND,283691
42,104,6009,2016,2730003,0,-0.382835,-0.469751,CHL,IND,283691
43,104,6009,2016,71275,0,1.104337,1.735777,CHN,IND,283691
61,104,6009,2016,1937,0,2.20708,-2.267379,DEU,IND,283691
77,104,6009,2016,76747,0,1.474274,0.917784,FRA,IND,283691
81,104,6009,2016,8946,0,1.698009,0.919565,GBR,IND,283691
106,104,6009,2016,59672,0,1.44105,0.074293,IRL,IND,283691
110,104,6009,2016,0,4386,1.356224,0.673975,ISR,IND,283691
111,104,6009,2016,8241,0,1.340206,0.848492,ITA,IND,283691
134,104,6009,2016,0,981,-0.776759,-0.204975,MAR,IND,283691
164,104,6009,2016,0,4551,-0.355492,0.493982,NPL,IND,283691
207,104,6009,2016,220055,0,1.646011,0.825139,SVN,IND,283691
216,104,6009,2016,0,12264,1.016132,1.423318,THA,IND,283691
231,104,6009,2016,2117616,149027,1.693132,0.286569,USA,IND,283691
61,106,6009,2016,1405,0,2.20708,-2.267379,DEU,IRL,283691
81,106,6009,2016,51957,0,1.698009,0.919565,GBR,IRL,283691
104,106,6009,2016,0,59672,0.3119389999999999,2.604459,IND,IRL,283691
224,107,6009,2016,104265,0,0.450154,2.495409,TUR,IRN,283691
18,110,6009,2016,1947,0,1.313581,1.205218,BEL,ISR,283691
43,110,6009,2016,1183,0,1.104337,1.735777,CHN,ISR,283691
61,110,6009,2016,42595,0,2.20708,-2.267379,DEU,ISR,283691
104,110,6009,2016,4386,0,0.3119389999999999,2.604459,IND,ISR,283691
231,110,6009,2016,39679,0,1.693132,0.286569,USA,ISR,283691
7,111,6009,2016,0,109906,0.108619,0.043275,ARE,ITA,283691
8,111,6009,2016,0,7561,-0.131722,0.164163,ARG,ITA,283691
14,111,6009,2016,0,119381,-0.25915,0.0008789999999999,AUS,ITA,283691
15,111,6009,2016,123388,82252,1.758746,0.127071,AUT,ITA,283691
18,111,6009,2016,1626477,26399,1.313581,1.205218,BEL,ITA,283691
23,111,6009,2016,0,5987,0.517727,1.731228,BGR,ITA,283691
42,111,6009,2016,3668386,0,-0.382835,-0.469751,CHL,ITA,283691
43,111,6009,2016,0,619571,1.104337,1.735777,CHN,ITA,283691
49,111,6009,2016,0,33906,0.100885,-0.1552069999999999,COL,ITA,283691
52,111,6009,2016,0,3143,0.20402,-0.182312,CRI,ITA,283691
61,111,6009,2016,1423115,99460,2.20708,-2.267379,DEU,ITA,283691
65,111,6009,2016,0,3248,-0.2424619999999999,0.296495,DOM,ITA,283691
71,111,6009,2016,333357,72682,0.765601,2.574767,ESP,ITA,283691
77,111,6009,2016,685874,225941,1.474274,0.917784,FRA,ITA,283691
81,111,6009,2016,14085,21521,1.698009,0.919565,GBR,ITA,283691
90,111,6009,2016,0,7677,0.121179,1.125775,GRC,ITA,283691
100,111,6009,2016,0,3912,0.867484,1.21858,HRV,ITA,283691
