location_id,partner_id,product_id,year,export_value,import_value,hs_eci,hs_coi,location_code,partner_code,hs_product_code
81,8,6009,2017,0,1991177,1.684651,0.8377819999999999,GBR,ARG,283691
103,8,6009,2017,0,964807,-0.234756,1.187909,IDN,ARG,283691
104,8,6009,2017,0,551346,0.291577,2.724827,IND,ARG,283691
114,8,6009,2017,0,73517472,2.449926,-0.282663,JPN,ARG,283691
121,8,6009,2017,0,23637444,2.010902,0.7813640000000001,KOR,ARG,283691
132,8,6009,2017,0,260244,0.685208,1.319121,LVA,ARG,283691
153,8,6009,2017,0,2933,1.014307,0.6813859999999999,MYS,ARG,283691
163,8,6009,2017,0,82845,0.735278,0.114738,NOR,ARG,283691
177,8,6009,2017,0,8533,1.196025,1.093289,POL,ARG,283691
186,8,6009,2017,0,14032975,0.332485,0.286807,RUS,ARG,283691
207,8,6009,2017,0,11047,1.601073,0.849125,SVN,ARG,283691
216,8,6009,2017,0,36291,0.983311,1.391044,THA,ARG,283691
231,8,6009,2017,22556,36020060,1.599234,0.277621,USA,ARG,283691
239,8,6009,2017,0,17532,-0.008608,0.685875,VNM,ARG,283691
249,8,6009,2017,0,43814,2.05792,1.212423,TWN,ARG,283691
18,15,6009,2017,48962,0,1.292345,1.191694,BEL,AUT,283691
41,15,6009,2017,0,12776,2.253343,0.8438530000000001,CHE,AUT,283691
42,15,6009,2017,778590,0,-0.379637,-0.4943079999999999,CHL,AUT,283691
43,15,6009,2017,378067,11700,1.111226,1.57024,CHN,AUT,283691
59,15,6009,2017,0,16112,1.771281,0.353529,CZE,AUT,283691
61,15,6009,2017,3312916,0,2.113721,-2.534776,DEU,AUT,283691
77,15,6009,2017,32788,0,1.3966459999999998,0.8948450000000001,FRA,AUT,283691
104,15,6009,2017,0,13009,0.291577,2.724827,IND,AUT,283691
107,15,6009,2017,0,7519,-0.349587,-0.3270929999999999,IRN,AUT,283691
109,15,6009,2017,0,44772,0.393944,-0.249573,ISL,AUT,283691
111,15,6009,2017,175855,349794,1.345334,0.562735,ITA,AUT,283691
121,15,6009,2017,2376,0,2.010902,0.7813640000000001,KOR,AUT,283691
162,15,6009,2017,393652,0,1.144932,1.471668,NLD,AUT,283691
207,15,6009,2017,22719,0,1.601073,0.849125,SVN,AUT,283691
224,15,6009,2017,0,6278,0.542189,2.4035900000000003,TUR,AUT,283691
231,15,6009,2017,82949,0,1.599234,0.277621,USA,AUT,283691
7,18,6009,2017,0,3918,0.218627,0.019633,ARE,BEL,283691
8,18,6009,2017,12289533,730484,-0.121645,0.233709,ARG,BEL,283691
14,18,6009,2017,0,2060,-0.425573,-0.152255,AUS,BEL,283691
15,18,6009,2017,0,48962,1.727953,-0.037829,AUT,BEL,283691
41,18,6009,2017,2876,26949,2.253343,0.8438530000000001,CHE,BEL,283691
42,18,6009,2017,81045000,0,-0.379637,-0.4943079999999999,CHL,BEL,283691
43,18,6009,2017,0,11579,1.111226,1.57024,CHN,BEL,283691
46,18,6009,2017,0,3592,-1.387385,-1.125228,COD,BEL,283691
59,18,6009,2017,2004,610121,1.771281,0.353529,CZE,BEL,283691
61,18,6009,2017,1870193,12354259,2.113721,-2.534776,DEU,BEL,283691
64,18,6009,2017,0,114634,1.157525,1.2362959999999998,DNK,BEL,283691
71,18,6009,2017,0,868012,0.73042,2.8377380000000003,ESP,BEL,283691
77,18,6009,2017,1167626,6314627,1.3966459999999998,0.8948450000000001,FRA,BEL,283691
81,18,6009,2017,1335113,10263113,1.684651,0.8377819999999999,GBR,BEL,283691
87,18,6009,2017,0,4192,-1.15577,-0.936208,GMB,BEL,283691
102,18,6009,2017,0,647668,1.488646,0.843733,HUN,BEL,283691
103,18,6009,2017,0,2200,-0.234756,1.187909,IDN,BEL,283691
104,18,6009,2017,0,2816893,0.291577,2.724827,IND,BEL,283691
110,18,6009,2017,0,5527,1.435416,0.775954,ISR,BEL,283691
111,18,6009,2017,86637,2049143,1.345334,0.562735,ITA,BEL,283691
125,18,6009,2017,0,2514,-0.368458,-0.978382,LBR,BEL,283691
131,18,6009,2017,0,4427,1.248188,1.303568,LUX,BEL,283691
162,18,6009,2017,107664,1410666,1.144932,1.471668,NLD,BEL,283691
163,18,6009,2017,0,490615,0.735278,0.114738,NOR,BEL,283691
177,18,6009,2017,0,1278595,1.196025,1.093289,POL,BEL,283691
179,18,6009,2017,0,4038,0.528508,2.2617130000000003,PRT,BEL,283691
180,18,6009,2017,0,18057,-0.438899,-0.925005,PRY,BEL,283691
186,18,6009,2017,0,25808022,0.332485,0.286807,RUS,BEL,283691
206,18,6009,2017,0,5589,1.280845,0.8526790000000001,SVK,BEL,283691
207,18,6009,2017,0,702751,1.601073,0.849125,SVN,BEL,283691
208,18,6009,2017,0,317752,1.762635,0.731548,SWE,BEL,283691
224,18,6009,2017,0,857409,0.542189,2.4035900000000003,TUR,BEL,283691
231,18,6009,2017,82812,2194,1.599234,0.277621,USA,BEL,283691
61,23,6009,2017,4411,0,2.113721,-2.534776,DEU,BGR,283691
111,23,6009,2017,8606,0,1.345334,0.562735,ITA,BGR,283691
42,32,6009,2017,2582,14663,-0.379637,-0.4943079999999999,CHL,BRA,283691
43,32,6009,2017,15883,0,1.111226,1.57024,CHN,BRA,283691
231,32,6009,2017,1682,0,1.599234,0.277621,USA,BRA,283691
231,33,6009,2017,5981,0,1.599234,0.277621,USA,BRB,283691
8,39,6009,2017,327428,0,-0.121645,0.233709,ARG,CAN,283691
14,39,6009,2017,5440,0,-0.425573,-0.152255,AUS,CAN,283691
42,39,6009,2017,2553328,0,-0.379637,-0.4943079999999999,CHL,CAN,283691
43,39,6009,2017,658796,0,1.111226,1.57024,CHN,CAN,283691
61,39,6009,2017,570550,0,2.113721,-2.534776,DEU,CAN,283691
81,39,6009,2017,1739,0,1.684651,0.8377819999999999,GBR,CAN,283691
207,39,6009,2017,216932,0,1.601073,0.849125,SVN,CAN,283691
231,39,6009,2017,1500705,11686,1.599234,0.277621,USA,CAN,283691
8,41,6009,2017,253300,0,-0.121645,0.233709,ARG,CHE,283691
15,41,6009,2017,12776,0,1.727953,-0.037829,AUT,CHE,283691
18,41,6009,2017,26949,2876,1.292345,1.191694,BEL,CHE,283691
42,41,6009,2017,16275,0,-0.379637,-0.4943079999999999,CHL,CHE,283691
43,41,6009,2017,13543,0,1.111226,1.57024,CHN,CHE,283691
52,41,6009,2017,0,16818,0.288178,-0.054423,CRI,CHE,283691
59,41,6009,2017,4651,0,1.771281,0.353529,CZE,CHE,283691
61,41,6009,2017,250603,22110,2.113721,-2.534776,DEU,CHE,283691
77,41,6009,2017,12557,1106,1.3966459999999998,0.8948450000000001,FRA,CHE,283691
111,41,6009,2017,24325,0,1.345334,0.562735,ITA,CHE,283691
162,41,6009,2017,1903,0,1.144932,1.471668,NLD,CHE,283691
163,41,6009,2017,0,281097,0.735278,0.114738,NOR,CHE,283691
166,41,6009,2017,0,10100,0.258913,0.130963,NZL,CHE,283691
207,41,6009,2017,455288,0,1.601073,0.849125,SVN,CHE,283691
208,41,6009,2017,0,17850,1.762635,0.731548,SWE,CHE,283691
224,41,6009,2017,0,565657,0.542189,2.4035900000000003,TUR,CHE,283691
231,41,6009,2017,125891,1016,1.599234,0.277621,USA,CHE,283691
7,42,6009,2017,0,151083,0.218627,0.019633,ARE,CHL,283691
8,42,6009,2017,62597,782742,-0.121645,0.233709,ARG,CHL,283691
15,42,6009,2017,0,778590,1.727953,-0.037829,AUT,CHL,283691
18,42,6009,2017,0,81045000,1.292345,1.191694,BEL,CHL,283691
32,42,6009,2017,14663,2582,0.142396,0.484201,BRA,CHL,283691
39,42,6009,2017,0,2553328,0.738683,1.204446,CAN,CHL,283691
41,42,6009,2017,0,16275,2.253343,0.8438530000000001,CHE,CHL,283691
43,42,6009,2017,0,177681232,1.111226,1.57024,CHN,CHL,283691
59,42,6009,2017,0,514814,1.771281,0.353529,CZE,CHL,283691
61,42,6009,2017,85807,11322279,2.113721,-2.534776,DEU,CHL,283691
71,42,6009,2017,0,6221704,0.73042,2.8377380000000003,ESP,CHL,283691
72,42,6009,2017,0,3404,1.0099209999999998,1.2886799999999998,EST,CHL,283691
77,42,6009,2017,0,3494788,1.3966459999999998,0.8948450000000001,FRA,CHL,283691
104,42,6009,2017,0,4399760,0.291577,2.724827,IND,CHL,283691
111,42,6009,2017,0,3672600,1.345334,0.562735,ITA,CHL,283691
114,42,6009,2017,0,138866432,2.449926,-0.282663,JPN,CHL,283691
115,42,6009,2017,0,2005,-0.394471,-0.548086,KAZ,CHL,283691
121,42,6009,2017,0,205031424,2.010902,0.7813640000000001,KOR,CHL,283691
134,42,6009,2017,0,1348,-0.7549640000000001,-0.064317,MAR,CHL,283691
138,42,6009,2017,0,1654049,1.087725,0.5741310000000001,MEX,CHL,283691
163,42,6009,2017,0,84763,0.735278,0.114738,NOR,CHL,283691
166,42,6009,2017,0,10112,0.258913,0.130963,NZL,CHL,283691
177,42,6009,2017,0,708451,1.196025,1.093289,POL,CHL,283691
186,42,6009,2017,0,7857628,0.332485,0.286807,RUS,CHL,283691
192,42,6009,2017,0,28128,1.885922,0.377244,SGP,CHL,283691
201,42,6009,2017,0,906,0.5443979999999999,1.19506,SRB,CHL,283691
206,42,6009,2017,0,6554,1.280845,0.8526790000000001,SVK,CHL,283691
207,42,6009,2017,0,207808,1.601073,0.849125,SVN,CHL,283691
216,42,6009,2017,0,1877796,0.983311,1.391044,THA,CHL,283691
228,42,6009,2017,0,19053,0.461733,0.78127,UKR,CHL,283691
231,42,6009,2017,58747,24665088,1.599234,0.277621,USA,CHL,283691
239,42,6009,2017,0,4860900,-0.008608,0.685875,VNM,CHL,283691
249,42,6009,2017,0,5584995,2.05792,1.212423,TWN,CHL,283691
250,42,6009,2017,8756,0,0.728651,-0.192272,ANS,CHL,283691
7,43,6009,2017,0,55827,0.218627,0.019633,ARE,CHN,283691
8,43,6009,2017,46545828,55350,-0.121645,0.233709,ARG,CHN,283691
14,43,6009,2017,55023,1103243,-0.425573,-0.152255,AUS,CHN,283691
15,43,6009,2017,11700,378067,1.727953,-0.037829,AUT,CHN,283691
18,43,6009,2017,11579,0,1.292345,1.191694,BEL,CHN,283691
22,43,6009,2017,0,24751,-1.016636,-0.987084,BGD,CHN,283691
31,43,6009,2017,280704,0,-1.154027,-1.075638,BOL,CHN,283691
32,43,6009,2017,0,15883,0.142396,0.484201,BRA,CHN,283691
39,43,6009,2017,0,658796,0.738683,1.204446,CAN,CHN,283691
41,43,6009,2017,0,13543,2.253343,0.8438530000000001,CHE,CHN,283691
42,43,6009,2017,177681232,0,-0.379637,-0.4943079999999999,CHL,CHN,283691
49,43,6009,2017,0,86370,0.201297,-0.1671099999999999,COL,CHN,283691
52,43,6009,2017,0,1914,0.288178,-0.054423,CRI,CHN,283691
59,43,6009,2017,0,17220,1.771281,0.353529,CZE,CHN,283691
61,43,6009,2017,2435,1699920,2.113721,-2.534776,DEU,CHN,283691
65,43,6009,2017,0,4642,-0.166985,0.310852,DOM,CHN,283691
67,43,6009,2017,0,8331,-0.997496,-1.085823,ECU,CHN,283691
71,43,6009,2017,0,22657,0.73042,2.8377380000000003,ESP,CHN,283691
73,43,6009,2017,0,12450,-1.007647,-0.6383439999999999,ETH,CHN,283691
74,43,6009,2017,0,51356,1.655577,0.958687,FIN,CHN,283691
77,43,6009,2017,276856,146983,1.3966459999999998,0.8948450000000001,FRA,CHN,283691
81,43,6009,2017,2154874,7570,1.684651,0.8377819999999999,GBR,CHN,283691
93,43,6009,2017,0,6637,-0.416602,0.571171,GTM,CHN,283691
103,43,6009,2017,0,52674,-0.234756,1.187909,IDN,CHN,283691
107,43,6009,2017,0,174980,-0.349587,-0.3270929999999999,IRN,CHN,283691
110,43,6009,2017,239993,3691,1.435416,0.775954,ISR,CHN,283691
111,43,6009,2017,561212,0,1.345334,0.562735,ITA,CHN,283691
114,43,6009,2017,9141574,23707374,2.449926,-0.282663,JPN,CHN,283691
121,43,6009,2017,24695510,1565847,2.010902,0.7813640000000001,KOR,CHN,283691
153,43,6009,2017,0,34892,1.014307,0.6813859999999999,MYS,CHN,283691
159,43,6009,2017,0,88347,-1.828294,-1.275774,NGA,CHN,283691
162,43,6009,2017,0,380984,1.144932,1.471668,NLD,CHN,283691
166,43,6009,2017,0,1139,0.258913,0.130963,NZL,CHN,283691
168,43,6009,2017,0,159192,-0.699388,0.437306,PAK,CHN,283691
173,43,6009,2017,0,30665,-0.668883,-0.316286,PER,CHN,283691
180,43,6009,2017,0,6427,-0.438899,-0.925005,PRY,CHN,283691
186,43,6009,2017,1424518,94689,0.332485,0.286807,RUS,CHN,283691
188,43,6009,2017,0,49247,0.600425,-0.345307,SAU,CHN,283691
192,43,6009,2017,932,0,1.885922,0.377244,SGP,CHN,283691
216,43,6009,2017,0,179402,0.983311,1.391044,THA,CHN,283691
230,43,6009,2017,0,5755,0.165553,-0.403856,URY,CHN,283691
231,43,6009,2017,60142,62966,1.599234,0.277621,USA,CHN,283691
239,43,6009,2017,0,172372,-0.008608,0.685875,VNM,CHN,283691
246,43,6009,2017,0,1001,0.206105,1.379423,ZAF,CHN,283691
248,43,6009,2017,773309,0,-1.101695,-1.081546,ZWE,CHN,283691
249,43,6009,2017,203614,912487,2.05792,1.212423,TWN,CHN,283691
8,49,6009,2017,9715,0,-0.121645,0.233709,ARG,COL,283691
43,49,6009,2017,86370,0,1.111226,1.57024,CHN,COL,283691
61,49,6009,2017,101463,0,2.113721,-2.534776,DEU,COL,283691
71,49,6009,2017,4687,0,0.73042,2.8377380000000003,ESP,COL,283691
111,49,6009,2017,70820,0,1.345334,0.562735,ITA,COL,283691
197,49,6009,2017,0,7411,0.115216,0.2340489999999999,SLV,COL,283691
231,49,6009,2017,48666,0,1.599234,0.277621,USA,COL,283691
41,52,6009,2017,16818,0,2.253343,0.8438530000000001,CHE,CRI,283691
43,52,6009,2017,1914,0,1.111226,1.57024,CHN,CRI,283691
111,52,6009,2017,10209,0,1.345334,0.562735,ITA,CRI,283691
231,52,6009,2017,1044,0,1.599234,0.277621,USA,CRI,283691
7,61,6009,2017,0,78919,0.218627,0.019633,ARE,DEU,283691
8,61,6009,2017,1326943,16086,-0.121645,0.233709,ARG,DEU,283691
14,61,6009,2017,0,14349,-0.425573,-0.152255,AUS,DEU,283691
15,61,6009,2017,0,3312916,1.727953,-0.037829,AUT,DEU,283691
18,61,6009,2017,12354259,1870193,1.292345,1.191694,BEL,DEU,283691
20,61,6009,2017,0,1142,0.8393790000000001,-0.784297,BES,DEU,283691
23,61,6009,2017,0,4411,0.5576939999999999,1.721482,BGR,DEU,283691
39,61,6009,2017,0,570550,0.738683,1.204446,CAN,DEU,283691
41,61,6009,2017,22110,250603,2.253343,0.8438530000000001,CHE,DEU,283691
42,61,6009,2017,11322279,85807,-0.379637,-0.4943079999999999,CHL,DEU,283691
43,61,6009,2017,1699920,2435,1.111226,1.57024,CHN,DEU,283691
49,61,6009,2017,0,101463,0.201297,-0.1671099999999999,COL,DEU,283691
59,61,6009,2017,0,623143,1.771281,0.353529,CZE,DEU,283691
64,61,6009,2017,0,261520,1.157525,1.2362959999999998,DNK,DEU,283691
71,61,6009,2017,7034,1265584,0.73042,2.8377380000000003,ESP,DEU,283691
74,61,6009,2017,0,585650,1.655577,0.958687,FIN,DEU,283691
77,61,6009,2017,654729,3959539,1.3966459999999998,0.8948450000000001,FRA,DEU,283691
81,61,6009,2017,585768,4203256,1.684651,0.8377819999999999,GBR,DEU,283691
90,61,6009,2017,0,132847,0.153772,1.152019,GRC,DEU,283691
93,61,6009,2017,0,5283,-0.416602,0.571171,GTM,DEU,283691
100,61,6009,2017,0,68088,0.8617799999999999,1.363609,HRV,DEU,283691
102,61,6009,2017,0,149959,1.488646,0.843733,HUN,DEU,283691
103,61,6009,2017,0,1713,-0.234756,1.187909,IDN,DEU,283691
104,61,6009,2017,14022,2325,0.291577,2.724827,IND,DEU,283691
106,61,6009,2017,0,1326,1.362221,0.168742,IRL,DEU,283691
110,61,6009,2017,0,4074,1.435416,0.775954,ISR,DEU,283691
111,61,6009,2017,42576,4233608,1.345334,0.562735,ITA,DEU,283691
114,61,6009,2017,0,864530,2.449926,-0.282663,JPN,DEU,283691
121,61,6009,2017,0,5012,2.010902,0.7813640000000001,KOR,DEU,283691
130,61,6009,2017,0,16278,0.856326,1.444817,LTU,DEU,283691
132,61,6009,2017,0,2532,0.685208,1.319121,LVA,DEU,283691
134,61,6009,2017,0,8401,-0.7549640000000001,-0.064317,MAR,DEU,283691
153,61,6009,2017,0,5129,1.014307,0.6813859999999999,MYS,DEU,283691
162,61,6009,2017,529162,1041631,1.144932,1.471668,NLD,DEU,283691
163,61,6009,2017,0,91349,0.735278,0.114738,NOR,DEU,283691
166,61,6009,2017,0,5198,0.258913,0.130963,NZL,DEU,283691
177,61,6009,2017,0,367765,1.196025,1.093289,POL,DEU,283691
179,61,6009,2017,0,13067,0.528508,2.2617130000000003,PRT,DEU,283691
183,61,6009,2017,0,3386,-0.348409,-1.065786,QAT,DEU,283691
185,61,6009,2017,0,57975,1.056596,0.980658,ROU,DEU,283691
186,61,6009,2017,0,587465,0.332485,0.286807,RUS,DEU,283691
192,61,6009,2017,0,14810,1.885922,0.377244,SGP,DEU,283691
206,61,6009,2017,0,35062,1.280845,0.8526790000000001,SVK,DEU,283691
207,61,6009,2017,0,56360,1.601073,0.849125,SVN,DEU,283691
208,61,6009,2017,0,1337314,1.762635,0.731548,SWE,DEU,283691
216,61,6009,2017,86494,0,0.983311,1.391044,THA,DEU,283691
224,61,6009,2017,0,7966838,0.542189,2.4035900000000003,TUR,DEU,283691
231,61,6009,2017,6280173,38364,1.599234,0.277621,USA,DEU,283691
239,61,6009,2017,0,2386,-0.008608,0.685875,VNM,DEU,283691
246,61,6009,2017,0,1050,0.206105,1.379423,ZAF,DEU,283691
249,61,6009,2017,0,18422,2.05792,1.212423,TWN,DEU,283691
18,64,6009,2017,114634,0,1.292345,1.191694,BEL,DNK,283691
61,64,6009,2017,261520,0,2.113721,-2.534776,DEU,DNK,283691
71,64,6009,2017,0,60555,0.73042,2.8377380000000003,ESP,DNK,283691
74,64,6009,2017,0,218629,1.655577,0.958687,FIN,DNK,283691
81,64,6009,2017,315726,0,1.684651,0.8377819999999999,GBR,DNK,283691
162,64,6009,2017,3754,0,1.144932,1.471668,NLD,DNK,283691
208,64,6009,2017,95313,388387,1.762635,0.731548,SWE,DNK,283691
43,65,6009,2017,4642,0,1.111226,1.57024,CHN,DOM,283691
93,65,6009,2017,3594,0,-0.416602,0.571171,GTM,DOM,283691
43,67,6009,2017,8331,0,1.111226,1.57024,CHN,ECU,283691
18,71,6009,2017,868012,0,1.292345,1.191694,BEL,ESP,283691
42,71,6009,2017,6221704,0,-0.379637,-0.4943079999999999,CHL,ESP,283691
43,71,6009,2017,22657,0,1.111226,1.57024,CHN,ESP,283691
49,71,6009,2017,0,4687,0.201297,-0.1671099999999999,COL,ESP,283691
54,71,6009,2017,0,18604,-0.777015,-1.120465,CUB,ESP,283691
61,71,6009,2017,1265584,7034,2.113721,-2.534776,DEU,ESP,283691
64,71,6009,2017,60555,0,1.157525,1.2362959999999998,DNK,ESP,283691
68,71,6009,2017,0,1782,-0.0714149999999999,1.827027,EGY,ESP,283691
77,71,6009,2017,36216,24148,1.3966459999999998,0.8948450000000001,FRA,ESP,283691
81,71,6009,2017,9904,0,1.684651,0.8377819999999999,GBR,ESP,283691
111,71,6009,2017,236339,296675,1.345334,0.562735,ITA,ESP,283691
134,71,6009,2017,0,4347,-0.7549640000000001,-0.064317,MAR,ESP,283691
162,71,6009,2017,6364,0,1.144932,1.471668,NLD,ESP,283691
179,71,6009,2017,0,201132,0.528508,2.2617130000000003,PRT,ESP,283691
216,71,6009,2017,0,26271,0.983311,1.391044,THA,ESP,283691
231,71,6009,2017,111216,0,1.599234,0.277621,USA,ESP,283691
249,71,6009,2017,0,1160,2.05792,1.212423,TWN,ESP,283691
43,74,6009,2017,51356,0,1.111226,1.57024,CHN,FIN,283691
61,74,6009,2017,585650,0,2.113721,-2.534776,DEU,FIN,283691
64,74,6009,2017,218629,0,1.157525,1.2362959999999998,DNK,FIN,283691
162,74,6009,2017,230289,0,1.144932,1.471668,NLD,FIN,283691
231,74,6009,2017,46149,0,1.599234,0.277621,USA,FIN,283691
8,77,6009,2017,347627,0,-0.121645,0.233709,ARG,FRA,283691
15,77,6009,2017,0,32788,1.727953,-0.037829,AUT,FRA,283691
18,77,6009,2017,6314627,1167626,1.292345,1.191694,BEL,FRA,283691
41,77,6009,2017,1106,12557,2.253343,0.8438530000000001,CHE,FRA,283691
42,77,6009,2017,3494788,0,-0.379637,-0.4943079999999999,CHL,FRA,283691
43,77,6009,2017,146983,276856,1.111226,1.57024,CHN,FRA,283691
59,77,6009,2017,0,19373,1.771281,0.353529,CZE,FRA,283691
61,77,6009,2017,3959539,654729,2.113721,-2.534776,DEU,FRA,283691
71,77,6009,2017,24148,36216,0.73042,2.8377380000000003,ESP,FRA,283691
81,77,6009,2017,211008,725228,1.684651,0.8377819999999999,GBR,FRA,283691
104,77,6009,2017,0,55150,0.291577,2.724827,IND,FRA,283691
111,77,6009,2017,31550,911780,1.345334,0.562735,ITA,FRA,283691
134,77,6009,2017,0,5129,-0.7549640000000001,-0.064317,MAR,FRA,283691
162,77,6009,2017,800632,20383,1.144932,1.471668,NLD,FRA,283691
163,77,6009,2017,0,89732,0.735278,0.114738,NOR,FRA,283691
183,77,6009,2017,0,2482,-0.348409,-1.065786,QAT,FRA,283691
207,77,6009,2017,913710,0,1.601073,0.849125,SVN,FRA,283691
208,77,6009,2017,0,79702,1.762635,0.731548,SWE,FRA,283691
231,77,6009,2017,1158,0,1.599234,0.277621,USA,FRA,283691
7,81,6009,2017,0,28957,0.218627,0.019633,ARE,GBR,283691
8,81,6009,2017,1991177,0,-0.121645,0.233709,ARG,GBR,283691
18,81,6009,2017,10263113,1335113,1.292345,1.191694,BEL,GBR,283691
28,81,6009,2017,0,5056,0.811864,0.8310870000000001,BLR,GBR,283691
39,81,6009,2017,0,1739,0.738683,1.204446,CAN,GBR,283691
43,81,6009,2017,7570,2154874,1.111226,1.57024,CHN,GBR,283691
59,81,6009,2017,0,32648,1.771281,0.353529,CZE,GBR,283691
61,81,6009,2017,4203256,585768,2.113721,-2.534776,DEU,GBR,283691
64,81,6009,2017,0,315726,1.157525,1.2362959999999998,DNK,GBR,283691
68,81,6009,2017,0,2048,-0.0714149999999999,1.827027,EGY,GBR,283691
71,81,6009,2017,0,9904,0.73042,2.8377380000000003,ESP,GBR,283691
77,81,6009,2017,725228,211008,1.3966459999999998,0.8948450000000001,FRA,GBR,283691
97,81,6009,2017,0,2607326,0.8322940000000001,1.674449,HKG,GBR,283691
103,81,6009,2017,0,7509,-0.234756,1.187909,IDN,GBR,283691
104,81,6009,2017,0,852590,0.291577,2.724827,IND,GBR,283691
106,81,6009,2017,2119,83835,1.362221,0.168742,IRL,GBR,283691
111,81,6009,2017,0,49188,1.345334,0.562735,ITA,GBR,283691
114,81,6009,2017,3859,0,2.449926,-0.282663,JPN,GBR,283691
121,81,6009,2017,0,377182,2.010902,0.7813640000000001,KOR,GBR,283691
132,81,6009,2017,0,244949,0.685208,1.319121,LVA,GBR,283691
153,81,6009,2017,0,12439,1.014307,0.6813859999999999,MYS,GBR,283691
162,81,6009,2017,275263,481352,1.144932,1.471668,NLD,GBR,283691
163,81,6009,2017,5202,0,0.735278,0.114738,NOR,GBR,283691
177,81,6009,2017,0,392218,1.196025,1.093289,POL,GBR,283691
185,81,6009,2017,0,7247,1.056596,0.980658,ROU,GBR,283691
186,81,6009,2017,0,51579,0.332485,0.286807,RUS,GBR,283691
192,81,6009,2017,0,65194,1.885922,0.377244,SGP,GBR,283691
206,81,6009,2017,0,3006,1.280845,0.8526790000000001,SVK,GBR,283691
207,81,6009,2017,0,2908,1.601073,0.849125,SVN,GBR,283691
208,81,6009,2017,0,882174,1.762635,0.731548,SWE,GBR,283691
228,81,6009,2017,0,13017,0.461733,0.78127,UKR,GBR,283691
231,81,6009,2017,7951,117921,1.599234,0.277621,USA,GBR,283691
249,81,6009,2017,0,17361,2.05792,1.212423,TWN,GBR,283691
43,93,6009,2017,6637,0,1.111226,1.57024,CHN,GTM,283691
61,93,6009,2017,5283,0,2.113721,-2.534776,DEU,GTM,283691
65,93,6009,2017,0,3594,-0.166985,0.310852,DOM,GTM,283691
81,97,6009,2017,2607326,0,1.684651,0.8377819999999999,GBR,HKG,283691
114,97,6009,2017,18498,0,2.449926,-0.282663,JPN,HKG,283691
18,102,6009,2017,647668,0,1.292345,1.191694,BEL,HUN,283691
61,102,6009,2017,149959,0,2.113721,-2.534776,DEU,HUN,283691
121,102,6009,2017,2291,0,2.010902,0.7813640000000001,KOR,HUN,283691
8,103,6009,2017,964807,0,-0.121645,0.233709,ARG,IDN,283691
14,103,6009,2017,22529,0,-0.425573,-0.152255,AUS,IDN,283691
18,103,6009,2017,2200,0,1.292345,1.191694,BEL,IDN,283691
43,103,6009,2017,52674,0,1.111226,1.57024,CHN,IDN,283691
61,103,6009,2017,1713,0,2.113721,-2.534776,DEU,IDN,283691
81,103,6009,2017,7509,0,1.684651,0.8377819999999999,GBR,IDN,283691
114,103,6009,2017,1004,0,2.449926,-0.282663,JPN,IDN,283691
121,103,6009,2017,144715,0,2.010902,0.7813640000000001,KOR,IDN,283691
216,103,6009,2017,2149,0,0.983311,1.391044,THA,IDN,283691
7,104,6009,2017,0,18707,0.218627,0.019633,ARE,IND,283691
8,104,6009,2017,551346,0,-0.121645,0.233709,ARG,IND,283691
15,104,6009,2017,13009,0,1.727953,-0.037829,AUT,IND,283691
18,104,6009,2017,2816893,0,1.292345,1.191694,BEL,IND,283691
22,104,6009,2017,0,108340,-1.016636,-0.987084,BGD,IND,283691
42,104,6009,2017,4399760,0,-0.379637,-0.4943079999999999,CHL,IND,283691
61,104,6009,2017,2325,14022,2.113721,-2.534776,DEU,IND,283691
77,104,6009,2017,55150,0,1.3966459999999998,0.8948450000000001,FRA,IND,283691
81,104,6009,2017,852590,0,1.684651,0.8377819999999999,GBR,IND,283691
83,104,6009,2017,0,1071,-0.932342,-0.8107409999999999,GHA,IND,283691
106,104,6009,2017,304058,0,1.362221,0.168742,IRL,IND,283691
110,104,6009,2017,0,5561,1.435416,0.775954,ISR,IND,283691
111,104,6009,2017,16316,0,1.345334,0.562735,ITA,IND,283691
114,104,6009,2017,0,17632,2.449926,-0.282663,JPN,IND,283691
164,104,6009,2017,0,14198,-0.297794,0.5905779999999999,NPL,IND,283691
186,104,6009,2017,0,1923312,0.332485,0.286807,RUS,IND,283691
192,104,6009,2017,0,6606,1.885922,0.377244,SGP,IND,283691
207,104,6009,2017,292545,0,1.601073,0.849125,SVN,IND,283691
216,104,6009,2017,0,24182,0.983311,1.391044,THA,IND,283691
230,104,6009,2017,0,10462,0.165553,-0.403856,URY,IND,283691
231,104,6009,2017,3071577,15453,1.599234,0.277621,USA,IND,283691
61,106,6009,2017,1326,0,2.113721,-2.534776,DEU,IRL,283691
81,106,6009,2017,83835,2119,1.684651,0.8377819999999999,GBR,IRL,283691
104,106,6009,2017,0,304058,0.291577,2.724827,IND,IRL,283691
18,110,6009,2017,5527,0,1.292345,1.191694,BEL,ISR,283691
43,110,6009,2017,3691,239993,1.111226,1.57024,CHN,ISR,283691
61,110,6009,2017,4074,0,2.113721,-2.534776,DEU,ISR,283691
104,110,6009,2017,5561,0,0.291577,2.724827,IND,ISR,283691
231,110,6009,2017,82805,0,1.599234,0.277621,USA,ISR,283691
7,111,6009,2017,0,232074,0.218627,0.019633,ARE,ITA,283691
14,111,6009,2017,0,326929,-0.425573,-0.152255,AUS,ITA,283691
